X,Y,Name,city,ku,address,address2,phone,vaccine
141.4610016,43.035602,医療法人潤和会 札幌ひばりが丘病院,北海道札幌市,厚別区,北海道札幌市厚別区厚別中央3条2丁目12-1,,011-894-7070,8
141.4616819,43.0394599,中川内科循環器科,北海道札幌市,厚別区,北海道札幌市厚別区厚別中央4条2丁目18-20,,011-891-2943,3:8:11
141.492679,43.0452236,社会福祉法人楡の会 こどもクリニック,北海道札幌市,厚別区,北海道札幌市厚別区厚別町下野幌49番地,,011-898-3929,3:4:5:9
141.4632035,43.0484256,医療法人社団 育愛こども医院,北海道札幌市,厚別区,北海道札幌市厚別区厚別西2条3丁目7-6,,011-893-3323,1:2:3:4:5:6:7:8:9:10:11:12
141.454765,43.0518834,医療法人社団奏健会 さっぽろ厚別通内科,北海道札幌市,厚別区,北海道札幌市厚別区厚別西5条1丁目15-21,,011-895-6671,3:4:5:8:11
141.4529929,43.0521138,医療法人徹仁会 厚別耳鼻咽喉科,北海道札幌市,厚別区,北海道札幌市厚別区厚別西5条1丁目16-22,,011-894-7003,6:7:8
141.4938235,43.0399075,もみじ台クリニック,北海道札幌市,厚別区,北海道札幌市厚別区厚別東1条5丁目18-15,,011-311-2006,1:2:3:4:5:6:7:8:9:10:11
141.4847573,43.0486258,医療法人社団 小野幌医院,北海道札幌市,厚別区,北海道札幌市厚別区厚別東4条４丁目5-15,,011-897-8822,9
141.478076,43.0210508,医療法人ＡＭＣ あおば内科クリニック,北海道札幌市,厚別区,北海道札幌市厚別区厚別南7丁目2-11,,011-891-1112,1:2:3:4:5:8:9
141.4478893,43.0292161,医療法人徳洲会 札幌徳洲会病院,北海道札幌市,厚別区,北海道札幌市厚別区大谷地東1丁目1-1,,011-890-1110,1:2:3:4:5:6:7:8:9:10:11:12
141.454236,43.0279277,医療法人社団 たむら小児科医院,北海道札幌市,厚別区,北海道札幌市厚別区大谷地東4丁目1-2,大谷地ターミナルメディカルビル,011-893-2288,1:2:3:4:5:6:7:8:9:10:11:12
141.4565136,43.0289276,医療法人社団 たさき子ども相談診療室,北海道札幌市,厚別区,北海道札幌市厚別区大谷地東4丁目2-20,,011-802-2888,1:2:3:4:5:6:7:8:9:10:12
141.4707295,43.0186927,医療法人社団 椿原こどもクリニック,北海道札幌市,厚別区,北海道札幌市厚別区上野幌2条2丁目3-11,,011-893-7550,1:2:3:4:5:6:7:8:9:10:11:12
141.4705604,43.014357,医療法人社団アカシア会 いたや内科消化器科,北海道札幌市,厚別区,北海道札幌市厚別区上野幌3条3丁目2-1,,011-896-2828,6:7:8:11
141.4804542,43.0102882,ＳＡＭ ＣＬＩＮＩＣ,北海道札幌市,厚別区,北海道札幌市厚別区上野幌3条6丁目5-6,,011-215-6120,1:2:3:4:5:6:7:8:9:10:11:12
141.4900711,43.037327,医療法人社団 高橋内科医院,北海道札幌市,厚別区,北海道札幌市厚別区もみじ台北5丁目1-2,,011-897-2358,3:8
141.4901271,43.0312138,医療法人社団恒仁会 くまがい小児科,北海道札幌市,厚別区,北海道札幌市厚別区もみじ台西6丁目1-7,,011-897-1118,1:2:3:4:5:6:7:8:9:10:11:12
141.499057,43.0301699,医療法人社団秀和会 いでうち内科医院,北海道札幌市,厚別区,北海道札幌市厚別区もみじ台東4丁目2-7,,011-897-0053,1:2:3:4:5:6:7:8:9
141.490644,43.0263005,医療法人社団 増田内科クリニック,北海道札幌市,厚別区,北海道札幌市厚別区もみじ台南1丁目2-9,,011-897-9191,3:4:5:9
141.5008098,43.0248678,せんば内科医院,北海道札幌市,厚別区,北海道札幌市厚別区もみじ台南6丁目1-6,,011-897-6123,3:4:5:6:8:9
141.3615258,43.0626681,医療法人トルチュ 氏家記念こどもクリニック,北海道札幌市,中央区,北海道札幌市中央区大通東3丁目1-1,トルチュビル 3階,011-281-2811,1:2:3:4:5:6:7:8:9:10:11:12
141.3630952,43.0619488,医療法人社団石史山会 札幌スポーツクリニック,北海道札幌市,中央区,北海道札幌市中央区大通東4丁目1番19号,,011-281-8755,8
141.3510824,43.0598043,医療法人社団 清野内科クリニック,北海道札幌市,中央区,北海道札幌市中央区大通西4丁目1,道銀ビル7階,011-221-2213,8:9
141.349638,43.0595015,まどかレディースクリニック,北海道札幌市,中央区,北海道札幌市中央区大通西5丁目８,昭和ビル9階,011-231-0080,8
141.3500741,43.0607681,中央メディカルクリニック,北海道札幌市,中央区,北海道札幌市中央区大通西5丁目11,大五ビル1階,011-222-0120,3:4:5:8:9:11:12
141.3323064,43.0569958,大通こどもクリニック,北海道札幌市,中央区,北海道札幌市中央区大通西16丁目1-30,第10FUYOビル 8階,011-215-5103,1:3:4:5:6:7:9:10:11:12
141.3313074,43.0569937,塚本循環器ハートクリニック,北海道札幌市,中央区,北海道札幌市中央区大通西17丁目1-27,札幌メディケアセンタービル3階,011-623-4810,11
141.3194855,43.056176,医療法人 むらしたこどもクリニック,北海道札幌市,中央区,北海道札幌市中央区大通西25丁目1-2,ハートランド円山メディカルビル2階,011-640-7300,1:2:3:4:5:6:7:8:9:10:11:12
141.3194855,43.056176,医療法人社団ゆほな会はやしたくみ女性クリニック,北海道札幌市,中央区,北海道札幌市中央区大通西25丁目1-2,ハートランド円山メディカルビル3階,011-640-8845,3:8
141.3175438,43.0566425,医療法人渓仁会 渓仁会円山クリニック,北海道札幌市,中央区,北海道札幌市中央区大通西26丁目3-16,,011-611-7766,8
141.3143304,43.056373,医療法人社団 円山公園内科,北海道札幌市,中央区,北海道札幌市中央区大通西28丁目3-22,,011-633-0123,3:8:11
141.3540736,43.0631485,セントベビークリニック,北海道札幌市,中央区,北海道札幌市中央区北1条西2丁目1,,011-215-0880,8
141.3524764,43.0626624,コロンビア内科,北海道札幌市,中央区,北海道札幌市中央区北1条西3丁目3,時計台スクエアビル4階,011-207-2227,1:2:3:6:7:8:11:12
141.3511488,43.0616486,医療法人社団 大通こしやま内科消化器クリニック,北海道札幌市,中央区,北海道札幌市中央区北1条西4丁目1-1,三甲大通公園ビル1階,011-596-7788,3:5:8
141.3511488,43.0616486,エナ大通クリニック,北海道札幌市,中央区,北海道札幌市中央区北1条西4丁目1-1,三甲大通公園ビル2階,011-241-3000,8
141.3217433,43.0587897,円山ため小児科,北海道札幌市,中央区,北海道札幌市中央区北1条西23丁目2-14,RK円山鳥居前ビル 3階,011-623-5755,1:2:3:4:5:6:7:8:9:10:11:12
141.3205434,43.0587063,円山内科消化器クリニック,北海道札幌市,中央区,北海道札幌市中央区北1条西24丁目4-1,東光ストア円山店5F,011-215-4137,11
141.3188325,43.0584729,円山レディースクリニック,北海道札幌市,中央区,北海道札幌市中央区北1条西25丁目24-4,,011-614-0800,4:5:6:7:8:10:11
141.357451,43.0632263,社会医療法人社団カレスサッポロ 時計台記念病院,北海道札幌市,中央区,北海道札幌市中央区北1条東1丁目2-3,,011-251-1221,8
141.357451,43.0632263,社会医療法人社団カレスサッポロ 時計台記念クリニック,北海道札幌市,中央区,北海道札幌市中央区北1条東1丁目2-3,,011-251-2221,8
141.360323,43.0638985,創世内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北1条東3丁目2-2,シティハウス札幌大通東1階,011-272-7111,3:5:10:11
141.3556122,43.0644678,医療法人社団 草薙レディースクリニック,北海道札幌市,中央区,北海道札幌市中央区北2条西1丁目1,マルイト札幌ビル2階,011-222-9372,8
141.3556122,43.0644678,富田内科循環器科クリニック,北海道札幌市,中央区,北海道札幌市中央区北2条西1丁目1,マルイト札幌ビル2階,011-242-5300,8
141.3522792,43.0638344,医療法人社団緑生会 緑の森皮フ科クリニック,北海道札幌市,中央区,北海道札幌市中央区北2条西3丁目,朝日生命札幌ビル5階,011-221-0002,8
141.3533984,43.0656287,医療法人社団 神谷レディースクリニック,北海道札幌市,中央区,北海道札幌市中央区北3条西2丁目2-1,日通札幌ビル2階,011-231-2722,8
141.3504099,43.0639455,医療法人社団 やましな内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北2条西4丁目1-2,北海道ビルヂング5階,011-241-9074,3:4:5:6:7:8:9:11
141.3621062,43.0656373,医療法人沢史会サッポロファクトリーこどもクリニック,北海道札幌市,中央区,北海道札幌市中央区北2条東４丁目1−2,サッポロファクトリー2条館,011-223−7800,1:2:3:4:5:6:7:8:9:10:11:12
141.3686113,43.0660957,医療法人社団 斎藤医院,北海道札幌市,中央区,北海道札幌市中央区北2条東8丁目86,,011-231-5507,1:2:3:4:5:8:9:11
141.3530985,43.0650815,石田内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北3条西2丁目,本田ビル2階,011-222-2706,6:7:8
141.3499099,43.0650314,医療法人社団みぶな会 産科・婦人科ひなたクリニック,北海道札幌市,中央区,北海道札幌市中央区北3条西4丁目1-1,日本生命札幌ビル3階,011-204-8000,8
141.3199961,43.0607199,医療法人社団慈昂会 昂希内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北3条西24丁目1-22,,011-611-2711,8:10:11
141.3191464,43.0601894,かねし小児科,北海道札幌市,中央区,北海道札幌市中央区北3条西25丁目1-20,,011-612-0345,1:2:3:4:5:6:7:9:10:11:12
141.3568426,43.0661648,ＪＲ札幌病院,北海道札幌市,中央区,北海道札幌市中央区北3条東1丁目,,011-208-7150,1:2:3:4:5:6:7:8:9:10:11:12
141.3691834,43.0675817,ＪＡ北海道厚生連 札幌厚生病院,北海道札幌市,中央区,北海道札幌市中央区北3条東8丁目5,,011-261-5331,1:3:4:5:6:7:8:9:10:11:12
141.3512541,43.0661286,札幌駅前しきしま乳腺外科クリニック,北海道札幌市,中央区,北海道札幌市中央区北4条西3丁目,駅前合同ビル8階,011-208-6000,8
141.3512541,43.0661286,医療法人社団龍櫻会 札幌駅前さくら形成外科,北海道札幌市,中央区,北海道札幌市中央区北4条西3丁目,駅前合同ビル9階,011-242-1155,8
141.3512763,43.0663897,こころメンタルクリニック,北海道札幌市,中央区,北海道札幌市中央区北4条西3丁目1,札幌駅前合同ビル5階,011-280-5000,8
141.3485405,43.0656174,富澤内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北4条西5丁目1,アスティ45ビル6階,011-205-6181,8:11
141.3452353,43.0651424,国家公務員共済組合連合会 斗南病院,北海道札幌市,中央区,北海道札幌市中央区北4条西7丁目3-8,,011-231-2121,8
141.3307477,43.0638866,クリニック・イン・ザ・モーニング,北海道札幌市,中央区,北海道札幌市中央区北4条西16丁目1-3,,011-611-2005,1:2:3:4:5:6:7:8:9:10:11:12
141.3461795,43.0667645,斗南前よしざき内科消化器内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北5条西6丁目2-2,札幌センタービル14階,011-222-0700,11
141.3146216,43.0621084,宮の森ファミリークリニック,北海道札幌市,中央区,北海道札幌市中央区北5条西27丁目2-1,,011-623-0023,1:2:3:4:5:6:7:8:9:10:11:12
141.314566,43.0622944,医療法人社団 清水クリニック,北海道札幌市,中央区,北海道札幌市中央区北5条西27丁目2-3,メディック28ビル3階,011-622-8985,11
141.3320112,43.0671806,そうえんにっこり小児科,北海道札幌市,中央区,北海道札幌市中央区北7条西15丁目28-11,中央カクマンビル2階,011-213-8020,1:2:3:4:5:6:7:8:9:10:11:12
141.3180153,43.0673857,北円山 杜のこどもクリニック,北海道札幌市,中央区,北海道札幌市中央区北9条西24丁目1-26,,011-616-8700,1:2:3:4:5:6:7:8:9:10:11:12
141.3298679,43.0710622,桑園駅前内科クリニック,北海道札幌市,中央区,北海道札幌市中央区北10条西15丁目1-57,ブランズ札幌桑園駅前ウエスト1階,011-642-3111,11
141.3343442,43.0707969,市立札幌病院,北海道札幌市,中央区,北海道札幌市中央区北11条西13丁目1-1,,011-726-2211,1:2:3:4:5:6:7:8:9:10:12
141.3328678,43.0713839,市立病院前内科,北海道札幌市,中央区,北海道札幌市中央区北11条西14丁目1-1,ほくやくビル２階,011-790-8230,11
141.3331277,43.0706692,のだレディースクリニック,北海道札幌市,中央区,北海道札幌市中央区北11条西15丁目2-1,サンエーアインビル2階,011-708-0550,8
141.3331277,43.0706692,医療法人社団水色の木もれ陽 肝臓クリニック札幌,北海道札幌市,中央区,北海道札幌市中央区北11条西15丁目2-1,サンエーアインビル3階,011-708-8080,1:2:3:4:5:6:7:9:10:11:12
141.3428582,43.0573766,椿診療所,北海道札幌市,中央区,北海道札幌市中央区南1条西10丁目3,南一条道銀ビル1階,011-281-0808,8
141.3347145,43.0565376,ＮＴＴ東日本札幌病院,北海道札幌市,中央区,北海道札幌市中央区南1条西15丁目,,011-623-7000,1:2:3:4:5:6:7:8:9:10:11:12
141.3327703,43.0560431,医療法人社団さっぽろ小児内分泌クリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西16丁目,レーベンビル3階,011-688-7080,1:2:3:4:5:6:7:8:10:11:12
141.3327703,43.0560431,医療法人 糖生会大通り内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西16丁目,レーベンビル4階,011-632-8500,4:5
141.3170468,43.0550649,医療法人社団 小泉呼吸器科・内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西27丁目1-41,,011-632-8881,1:2:3:4:5:6:7:8:9:10:11
141.3549542,43.059335,医療法人社団 ルミネレディースクリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西2丁目,南一条Kビル3階,011-200-7700,8
141.351935,43.0593405,医療法人 日之出内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西4丁目13,日之出ビル7階,011-200-7757,4:5:8:11
141.3516546,43.0586461,医療法人社団 モリタ内科胃腸科クリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西4丁目5-1,大手町ビル6階,011-222-6667,8:9:11
141.3487437,43.0585405,医療法人明日葉会 札幌マタニティ・ウイメンズ南一条クリニック,北海道札幌市,中央区,北海道札幌市中央区南1条西6丁目,第27桂和ビル4階,011-208-1880,8
141.3490299,43.0588766,財団法人パブリックヘルスリサーチセンター北海道支部 札幌商工診療所,北海道札幌市,中央区,北海道札幌市中央区南1条西6丁目11,札幌北辰ビル2階,011-251-2884,8
141.3584678,43.060735,医療法人社団花水木 札幌こころの診療所,北海道札幌市,中央区,北海道札幌市中央区南1条東2丁目6,大通バスセンタービル2号館5階,011-218-8888,10:11
141.3175745,43.0536262,響きの杜クリニック,北海道札幌市,中央区,北海道札幌市中央区南2条西27丁目1-9,,011-632-8331,8
141.3537377,43.0579657,医療法人社団 林レディースクリニック,北海道札幌市,中央区,北海道札幌市中央区南2条西3丁目,エルセントロ札幌3階,011-206-3050,8:9
141.3538655,43.058199,桜井内科・胃腸内科,北海道札幌市,中央区,北海道札幌市中央区南2条西3丁目12-5,江木ビル8階,011-272-1155,8
141.3457163,43.0571684,医療法人社団小六メディカルクリニック おおこうち産科婦人科,北海道札幌市,中央区,北海道札幌市中央区南2条西8丁目10,,011-233-4103,8
141.3560043,43.056902,医療法人社団結仁会 浜田内科消化器科クリニック,北海道札幌市,中央区,北海道札幌市中央区南3条西2丁目1-1,H&Bプラザビル4階,011-219-5555,8:12
141.3397336,43.0553573,竹村クリニック,北海道札幌市,中央区,北海道札幌市中央区南3条西12丁目325番地,,011-271-1811,8
141.3256849,43.0537821,医療法人社団 円山リラクリニック,北海道札幌市,中央区,北海道札幌市中央区南3条西21丁目2-11,,011-611-1366,3:8
141.3616649,43.0580964,医療法人えんどう会 創成東病院,北海道札幌市,中央区,北海道札幌市中央区南3条東3丁目13,,011-222-2117,11
141.3494133,43.0548271,医療法人社団 にひら小児科医院,北海道札幌市,中央区,北海道札幌市中央区南4条西6丁目4,,011-521-1391,1:2:3:4:5:6:7:8:9:10:11:12
141.3323288,43.0539267,ほしい小児科・整形外科,北海道札幌市,中央区,北海道札幌市中央区南4条西16丁目1-28,,011-561-2132,1:2:3:4:5:6:7:8:9:10:11:12
141.3206105,43.0519905,医療法人菊郷会 愛育病院,北海道札幌市,中央区,北海道札幌市中央区南4条西25丁目2-1,,011-563-2211,1:2:3:4:5:6:7:8:9:10:11:12
141.3563488,43.0552133,田畑産婦人科,北海道札幌市,中央区,北海道札幌市中央区南5条西2丁目6,,011-531-7770,6:8
141.3346703,43.0524519,佐野内科医院,北海道札幌市,中央区,北海道札幌市中央区南5条西15丁目1-6,,011-561-0288,8:11
141.3279016,43.0502826,南円山内科医院,北海道札幌市,中央区,北海道札幌市中央区南6条西20丁目2-5,,011-520-3670,3:6:7:8:12
141.3567295,43.0526414,医療法人社団杏友会 リバーサイド内科循環器科クリニック,北海道札幌市,中央区,北海道札幌市中央区南7条西2丁目1,第2リバーサイドマンション1階,011-521-2321,6:7:8:9
141.3449418,43.0508747,南７条クリニック,北海道札幌市,中央区,北海道札幌市中央区南7条西9丁目1024-2,,011-551-2121,1:2:3:4:5:6:7:8:9:10:11:12
141.3349899,43.0498245,中央内科医院,北海道札幌市,中央区,北海道札幌市中央区南7条西15丁目2-1-1,,011-561-6362,8
141.3315152,43.0499883,医療法人社団若浜医院,北海道札幌市,中央区,北海道札幌市中央区南7条西17丁目1-5,,011-561-6767,1:2:3:4:5:6:7:8:9:10:11:12
141.3550464,43.0506055,医療法人社団 産婦人科吉尾医院,北海道札幌市,中央区,北海道札幌市中央区南8条西3丁目1-7,,011-511-5564,8
141.32876,43.0486717,医療法人社団 高木医院,北海道札幌市,中央区,北海道札幌市中央区南8条西18丁目1-15,,011-561-0019,1:2:3:4:5:6:7:8:9:10:11
141.3234135,43.0463468,医療法人社団 旭山内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南8条西24丁目2-11,旭山公園メディカル2階,011-552-3666,3:4:5:6:7:8:9:11
141.3388369,43.0470083,おく医院,北海道札幌市,中央区,北海道札幌市中央区南9条西13丁目3-8,,011-561-2826,1:2:3:4:5:6:7:8:9:10:11:12
141.3348955,43.0467249,医療法人社団 さっぽろ幌西クリニック,北海道札幌市,中央区,北海道札幌市中央区南9条西15丁目3-30,,011-551-3315,11
141.3245799,43.0452303,中橋内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南10条西21丁目7-17,,011-561-3330,8
141.3481806,43.0453004,田代内科呼吸器科クリニック,北海道札幌市,中央区,北海道札幌市中央区南11条西8丁目2-1,ドミ16中島公園1階,011-561-2511,1:2:3:4:5:6:8:9:12
141.3392898,43.0445558,高岡レディースケアクリニック,北海道札幌市,中央区,北海道札幌市中央区南11条西13丁目2-3,,011-562-2882,8
141.3297018,43.0444,医療法人社団 今井内科小児科医院,北海道札幌市,中央区,北海道札幌市中央区南11条西18丁目1-25,,011-561-3627,1:2:3:4:5:6:7:8:9:10:11:12
141.3249635,43.0440832,土田内科・循環器科クリニック,北海道札幌市,中央区,北海道札幌市中央区南11条西21丁目4-33,,011-512-2020,3:8:11
141.3359124,43.0430698,西線医院,北海道札幌市,中央区,北海道札幌市中央区南12条西15丁目3-1,,011-561-8507,8
141.327719,43.0400171,医療法人みたに胃腸内科,北海道札幌市,中央区,北海道札幌市中央区南13条西22丁目2-11,,011-530-1522,8:9
141.3487558,43.0409621,行啓通り かこクリニック,北海道札幌市,中央区,北海道札幌市中央区南14条西8丁目5-1-102,,011-596-9500,3:5:8:10:11
141.3305409,43.0395811,医療法人社団 はせ小児科クリニック,北海道札幌市,中央区,北海道札幌市中央区南14条西18丁目4-3,,011-532-5151,1:2:3:4:5:6:7:8:9:10:11:12
141.343487,43.0395982,医療法人社団千風会 ちあき内科呼吸器科クリニック,北海道札幌市,中央区,北海道札幌市中央区南15条西11丁目1-5,唯ビル2階,011-522-3777,8
141.3373291,43.039498,やまはな野村内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南15条西14丁目1-22,マックスバリュ南15条店2階,011-520-3360,3:8:10:11
141.3501642,43.0380791,あんざい内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南16条西7丁目2-15,,011-511-9073,1:2:3:4:5:6:7:8
141.3514503,43.0375931,松家内科小児科医院,北海道札幌市,中央区,北海道札幌市中央区南17条西6丁目4-13,,011-521-1141,1:2:3:4:5:6:7:8:9:10:11:12
141.3388655,43.033932,医療法人社団 伏見内科,北海道札幌市,中央区,北海道札幌市中央区南19条西14丁目1-4,,011-513-2430,9
141.3382018,43.032196,きちかわクリニック,北海道札幌市,中央区,北海道札幌市中央区南20条西14丁目1573-8,,011-518-5257,10:11:12
141.3354966,43.0319932,ゆうしん内科クリニック,北海道札幌市,中央区,北海道札幌市中央区南20条西16丁目2-1,,011-552-7000,11
141.3469176,43.0319408,医療法人社団 土田病院,北海道札幌市,中央区,北海道札幌市中央区南21条西9丁目,,011-531-7013,4:5:8:12
141.3412099,43.0310018,医療法人社団 きむら小児科医院,北海道札幌市,中央区,北海道札幌市中央区南21条西13丁目2-3,,011-513-2220,1:2:3:4:5:6:7:8:9:10:11:12
141.3444985,43.030588,オアシスレディースクリニック,北海道札幌市,中央区,北海道札幌市中央区南22条西11丁目1-48,山鼻メディカルビル4階,011-512-2525,8
141.3425325,43.0236164,社会医療法人 北海道循環器病院,北海道札幌市,中央区,北海道札幌市中央区南27条西13丁目1-30,,011-563-3911,8
141.2932634,43.0432655,医療法人社団明日佳 札幌明日佳病院,北海道札幌市,中央区,北海道札幌市中央区宮の森１条17丁目1-25,,011-513-2430,9
141.3079332,43.0630329,医療法人社団 うめつ小児科,北海道札幌市,中央区,北海道札幌市中央区宮の森2条5丁目5-15,,011-643-8878,1:2:3:4:5:6:7:8:9:10:11:12
141.3099773,43.066452,医療法人社団青葉 いまいホームケアクリニック,北海道札幌市,中央区,北海道札幌市中央区宮の森3条1丁目1-38,,011-215-8098,10:11
141.3056529,43.0622495,宮の森三条内科クリニック,北海道札幌市,中央区,北海道札幌市中央区宮の森3条6丁目2-10,,011-616-0036,8:11
141.3027087,43.0621966,医療法人讃生会 宮の森記念病院,北海道札幌市,中央区,北海道札幌市中央区宮の森3条7丁目5-25,,011-641-6641,8
141.3633472,43.0746696,医療法人社団田邉医院新生クリニック,北海道札幌市,東区,北海道札幌市東区北10条東6丁目1-35,,011-741-2688,11
141.3677497,43.0763695,医療法人社団 川島医院,北海道札幌市,東区,北海道札幌市東区北11条東10丁目1-1,,011-711-9965,1:2:3:4:5:6:7:8:9:10:11:12
141.357367,43.0763747,社会医療法人母恋 天使病院,北海道札幌市,東区,北海道札幌市東区北12条東3丁目1-1,,011-711-0101,1:2:3:4:5:6:7:8:9:10:11:12
141.3588029,43.0767081,社会医療法人社団カレスサッポロ よつば家庭医療クリニック,北海道札幌市,東区,北海道札幌市東区北12条東4丁目1-1,,011-722-7700,1:3:4:5:6:7:9:10:11
141.3637331,43.0772165,医療法人社団 ポプラ小児科医院,北海道札幌市,東区,北海道札幌市東区北12条東7丁目17,メディカルセンター光星1階,011-711-7425,1:2:3:4:5:6:7:8:9:10:11:12
141.3637331,43.0772165,光星メディカルクリニック,北海道札幌市,東区,北海道札幌市東区北12条東7丁目17,メディカルセンター光星2階,011-704-6887,3:5:6:7:8
141.3744068,43.0840132,医療法人社団健守会 札幌でむら小児クリニック,北海道札幌市,東区,北海道札幌市東区北16条東16丁目1-13,北愛メディカルビル3階,011-781-4115,1:2:3:4:5:6:7:8:9:10:11:12
141.3510393,43.0818072,医療法人社団 野沢医院,北海道札幌市,東区,北海道札幌市東区北17条東1丁目2-25,,011-741-3535,1:2:3:4:5:6:7:8:9:10:11:12
141.3724097,43.0849047,医療法人育愛会 札幌東豊病院,北海道札幌市,東区,北海道札幌市東区北17条東15丁目3-1,,011-704-3911,1:2:3:4:5:6:7:8:9:10:12
141.3505558,43.083382,北18条つじ内科・消化器内科,北海道札幌市,東区,北海道札幌市東区北18条東1丁目3-3,,011-752-1801,11
141.3625993,43.0865598,医療法人社団 谷村医院サンクリニック,北海道札幌市,東区,北海道札幌市東区北19条東8丁目5-2,,011-731-7226,1:2:5:6:7:8:9
141.3617659,43.0876541,美香保医院,北海道札幌市,東区,北海道札幌市東区北20条東7丁目2-27,,011-711-7787,1:2:3:4:5:6:7:8:9:12
141.3686042,43.0877404,医療法人社団 藤田医院,北海道札幌市,東区,北海道札幌市東区北20条東13丁目1-2,,011-711-8084,1:2:3:4:5:6:7:9:10:11:12
141.363296,43.0914564,医療法人社団 石川内科医院,北海道札幌市,東区,北海道札幌市東区北23条東9丁目1-27,,011-751-2750,1:2:3:4:5:6:7:8:9:10:11:12
141.3671929,43.0932175,医療法人社団 明園内科小児科医院,北海道札幌市,東区,北海道札幌市東区北23条東13丁目1-15,,011-751-0221,1:3:4:5:9
141.3718813,43.0949368,ふるかわ小児科アレルギー科クリニック,北海道札幌市,東区,北海道札幌市東区北24条東16丁目1-7,グローバリビル,011-789-5555,1:2:3:4:5:6:7:8:9:10:11:12
141.3722107,43.0934347,元町内科クリニック,北海道札幌市,東区,北海道札幌市東区北23条東16丁目1-11,元町メディカルビル2階,011-787-6666,11
141.3749532,43.0946036,医療法人社団 中村医院,北海道札幌市,東区,北海道札幌市東区北24条東17丁目1-19,,011-782-1901,3:4:5:6:7:8:9:11
141.3845552,43.0944651,医療法人社団元町こどもの城 元町こどもクリニック,北海道札幌市,東区,北海道札幌市東区北24条東21丁目5-1,グリーンメディカルモール2階,011-782-2820,1:2:3:4:5:6:7:8:9:10:11:12
